,File Name,Chan 0 Band 0-60,Chan 0 Band 60-120,Chan 0 Band 120-240,Chan 0 Band 240-480,Chan 0 Band 480-960,Chan 0 Band 960-1920,Chan 0 Band 1920-3840,Chan 0 Band 3840-7680,Chan 0 Band 7680-15360,Chan 0 Band 15360-30720,Chan 0 Band 30720-61440,Chan 1 Band 0-60,Chan 1 Band 60-120,Chan 1 Band 120-240,Chan 1 Band 240-480,Chan 1 Band 480-960,Chan 1 Band 960-1920,Chan 1 Band 1920-3840,Chan 1 Band 3840-7680,Chan 1 Band 7680-15360,Chan 1 Band 15360-30720,Chan 1 Band 30720-61440,Chan 2 Band 0-60,Chan 2 Band 60-120,Chan 2 Band 120-240,Chan 2 Band 240-480,Chan 2 Band 480-960,Chan 2 Band 960-1920,Chan 2 Band 1920-3840,Chan 2 Band 3840-7680,Chan 2 Band 7680-15360,Chan 2 Band 15360-30720,Chan 2 Band 30720-61440,Chan 3 Band 0-60,Chan 3 Band 60-120,Chan 3 Band 120-240,Chan 3 Band 240-480,Chan 3 Band 480-960,Chan 3 Band 960-1920,Chan 3 Band 1920-3840,Chan 3 Band 3840-7680,Chan 3 Band 7680-15360,Chan 3 Band 15360-30720,Chan 3 Band 30720-61440,Chan 4 Band 0-60,Chan 4 Band 60-120,Chan 4 Band 120-240,Chan 4 Band 240-480,Chan 4 Band 480-960,Chan 4 Band 960-1920,Chan 4 Band 1920-3840,Chan 4 Band 3840-7680,Chan 4 Band 7680-15360,Chan 4 Band 15360-30720,Chan 4 Band 30720-61440,Chan 5 Band 0-60,Chan 5 Band 60-120,Chan 5 Band 120-240,Chan 5 Band 240-480,Chan 5 Band 480-960,Chan 5 Band 960-1920,Chan 5 Band 1920-3840,Chan 5 Band 3840-7680,Chan 5 Band 7680-15360,Chan 5 Band 15360-30720,Chan 5 Band 30720-61440,Chan 6 Band 0-60,Chan 6 Band 60-120,Chan 6 Band 120-240,Chan 6 Band 240-480,Chan 6 Band 480-960,Chan 6 Band 960-1920,Chan 6 Band 1920-3840,Chan 6 Band 3840-7680,Chan 6 Band 7680-15360,Chan 6 Band 15360-30720,Chan 6 Band 30720-61440,Chan 7 Band 0-60,Chan 7 Band 60-120,Chan 7 Band 120-240,Chan 7 Band 240-480,Chan 7 Band 480-960,Chan 7 Band 960-1920,Chan 7 Band 1920-3840,Chan 7 Band 3840-7680,Chan 7 Band 7680-15360,Chan 7 Band 15360-30720,Chan 7 Band 30720-61440,Chan 8 Band 0-60,Chan 8 Band 60-120,Chan 8 Band 120-240,Chan 8 Band 240-480,Chan 8 Band 480-960,Chan 8 Band 960-1920,Chan 8 Band 1920-3840,Chan 8 Band 3840-7680,Chan 8 Band 7680-15360,Chan 8 Band 15360-30720,Chan 8 Band 30720-61440,Chan 9 Band 0-60,Chan 9 Band 60-120,Chan 9 Band 120-240,Chan 9 Band 240-480,Chan 9 Band 480-960,Chan 9 Band 960-1920,Chan 9 Band 1920-3840,Chan 9 Band 3840-7680,Chan 9 Band 7680-15360,Chan 9 Band 15360-30720,Chan 9 Band 30720-61440,Chan 10 Band 0-60,Chan 10 Band 60-120,Chan 10 Band 120-240,Chan 10 Band 240-480,Chan 10 Band 480-960,Chan 10 Band 960-1920,Chan 10 Band 1920-3840,Chan 10 Band 3840-7680,Chan 10 Band 7680-15360,Chan 10 Band 15360-30720,Chan 10 Band 30720-61440,Chan 11 Band 0-60,Chan 11 Band 60-120,Chan 11 Band 120-240,Chan 11 Band 240-480,Chan 11 Band 480-960,Chan 11 Band 960-1920,Chan 11 Band 1920-3840,Chan 11 Band 3840-7680,Chan 11 Band 7680-15360,Chan 11 Band 15360-30720,Chan 11 Band 30720-61440,Chan 12 Band 0-60,Chan 12 Band 60-120,Chan 12 Band 120-240,Chan 12 Band 240-480,Chan 12 Band 480-960,Chan 12 Band 960-1920,Chan 12 Band 1920-3840,Chan 12 Band 3840-7680,Chan 12 Band 7680-15360,Chan 12 Band 15360-30720,Chan 12 Band 30720-61440,Chan 13 Band 0-60,Chan 13 Band 60-120,Chan 13 Band 120-240,Chan 13 Band 240-480,Chan 13 Band 480-960,Chan 13 Band 960-1920,Chan 13 Band 1920-3840,Chan 13 Band 3840-7680,Chan 13 Band 7680-15360,Chan 13 Band 15360-30720,Chan 13 Band 30720-61440,Chan 14 Band 0-60,Chan 14 Band 60-120,Chan 14 Band 120-240,Chan 14 Band 240-480,Chan 14 Band 480-960,Chan 14 Band 960-1920,Chan 14 Band 1920-3840,Chan 14 Band 3840-7680,Chan 14 Band 7680-15360,Chan 14 Band 15360-30720,Chan 14 Band 30720-61440,Chan 15 Band 0-60,Chan 15 Band 60-120,Chan 15 Band 120-240,Chan 15 Band 240-480,Chan 15 Band 480-960,Chan 15 Band 960-1920,Chan 15 Band 1920-3840,Chan 15 Band 3840-7680,Chan 15 Band 7680-15360,Chan 15 Band 15360-30720,Chan 15 Band 30720-61440,Class
0,/train_2\2_121_1.mat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,/train_2\2_122_1.mat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,/train_2\2_123_1.mat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,/train_2\2_124_1.mat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,/train_2\2_125_1.mat,0.886258377228,0.828630702694,0.872579848766,0.900372689962,0.857109229763,0.83984854122,0.859638220072,0.830796420574,0.900709636013,0.892287531495,0.90560040772,0.903931223353,0.889251717925,0.917247547706,0.897926671306,0.898382890224,0.80003824234,0.821157457431,0.828235878547,0.825068988403,0.802506825328,0.802667037646,0.79320623378,0.786873061458,0.838981090983,0.83292906185,0.832346015175,0.80957840085,0.81545235316,0.861575708787,0.825556346774,0.816561870774,0.762267300983,0.86164372017,0.854031489789,0.767112874488,0.823895371954,0.832083774606,0.813142748674,0.805172192057,0.828788764775,0.818505782386,0.830334614714,0.80023008585,0.799146948258,0.853903077543,0.820807983975,0.818271639943,0.771949937195,0.881830285986,0.880927406003,0.755551240096,0.868445160488,0.870106311888,0.854526905964,0.829070273538,0.873561719557,0.844862631957,0.853899397204,0.826468187322,0.819737284134,0.878751033545,0.834808454911,0.825406232973,0.7768669342,0.903196691722,0.880977326011,0.754218876238,0.884508528436,0.877361028145,0.862608737623,0.841699911778,0.887515843163,0.866416129594,0.857397745177,0.844791428496,0.813158198819,0.871603050952,0.843619820848,0.82630008993,0.785239676014,0.893297847981,0.855122665068,0.73280455973,0.893783383506,0.880025960008,0.890094751306,0.880220413953,0.886088299006,0.86993344035,0.858074812281,0.840269690131,0.80191004388,0.874550854291,0.838009578424,0.819397967774,0.763700849082,0.858064291719,0.835081202754,0.719437708333,0.880811356691,0.877084569881,0.88289567406,0.891048943096,0.86241916682,0.851394140751,0.852261538617,0.834865178261,0.787330359872,0.864881118263,0.824314914768,0.802224831531,0.749963937863,0.830348587098,0.844146671472,0.72875476807,0.830256317447,0.840302417777,0.846478792761,0.846392536458,0.842201496769,0.835662218533,0.854000776447,0.857384796115,0.776179782099,0.85673175044,0.813713792805,0.800894123487,0.684791891537,0.77822535608,0.792622903447,0.687352474302,0.762642256826,0.770954225236,0.785098110846,0.77933990137,0.789250361108,0.78235265339,0.801807877394,0.798159766985,0.763975377408,0.851150651431,0.796571941643,0.788596049463,0.594024033775,0.67165684065,0.693195530023,0.609570714851,0.715684884369,0.709445619335,0.710947589624,0.701445089284,0.683945601292,0.674683290546,0.704553346758,0.689195975687,0.673054473413,0.743721015656,0.715611583819,0.705362745489,0.53220644584,0.606541376108,0.607942313479,0.53764724376,0.626581773991,0.62907065512,0.646200487941,0.623201070842,0.618410359972,0.581228740698,0.643714440159,0.59849992239,0.590346738277,0.636237405123,0.639301254029,0.6099524337,1
5,/train_2\2_126_1.mat,0.8963298451,0.853449160854,0.889717360338,0.914375607173,0.876547765732,0.874350728591,0.883578252792,0.856036893527,0.919211440285,0.899459117651,0.895307954152,0.900658025344,0.901248820623,0.888014437755,0.907522429029,0.894082146883,0.826628709833,0.861701696118,0.860724049807,0.841356706619,0.823376609882,0.826312805216,0.833490943909,0.8142977645,0.840531323353,0.817334610224,0.834276759624,0.810630124807,0.824440251788,0.838985560338,0.82284429272,0.824576717615,0.764666659137,0.871264859537,0.864216800034,0.778277359903,0.821571852515,0.855250935256,0.845255367458,0.827108813822,0.834637965759,0.811174065371,0.835486115019,0.80636660556,0.820752605796,0.825386064251,0.802222586672,0.803620215754,0.770402385791,0.900639960666,0.884691226979,0.768549077213,0.859668995937,0.882701084514,0.876198032498,0.848884529372,0.857021250327,0.84093848144,0.840610332042,0.823404369752,0.822581615051,0.838183185458,0.822615510474,0.81729397128,0.778537538523,0.905211316173,0.881252259637,0.758694233249,0.881066942836,0.889654280618,0.882140161966,0.856947052355,0.882498481621,0.843932893376,0.851294376577,0.836917279412,0.82422572424,0.842258324598,0.815139940133,0.813899033144,0.785949727769,0.892178630394,0.85933098079,0.742357911418,0.882537376632,0.886547016725,0.902221606299,0.884680539183,0.876283311068,0.84330491169,0.844446090547,0.827556691691,0.81238658838,0.842794919449,0.815793404666,0.803397730179,0.762050416941,0.861603849567,0.842912151478,0.731642049955,0.870115572307,0.886506913075,0.895178560509,0.898192269324,0.851156590662,0.832649112182,0.836497297479,0.823159690388,0.78877510444,0.836867076096,0.80736277209,0.790845831313,0.75492410257,0.842414876291,0.864815438089,0.74391904696,0.82574553218,0.850629013164,0.860349867446,0.853736794833,0.836021521214,0.819906702723,0.844385261011,0.843079451084,0.792130132307,0.854703797726,0.809915258192,0.795117053793,0.691763733545,0.791391897205,0.806293433233,0.704135747246,0.765320979912,0.787295647765,0.799816218294,0.787664510368,0.78902778381,0.770358412682,0.792814666673,0.791857509579,0.770496032193,0.8273235968,0.787462059983,0.790698488794,0.600571103679,0.682808687897,0.707863396013,0.625799881634,0.721493237338,0.727601141712,0.732156884509,0.710956561249,0.685359580708,0.668466973505,0.698811007159,0.6904412185,0.680657297113,0.721435715506,0.703277562345,0.702074492121,0.537191712188,0.616449724738,0.615465298795,0.552471912932,0.629862091652,0.645503207968,0.667118226046,0.635715958716,0.622492693497,0.578024130647,0.639488599345,0.598989343388,0.597191963579,0.615413324113,0.629012702348,0.60460920191,1
6,/train_2\2_25_1.mat,0.88670839639,0.855089406172,0.900489551822,0.894299886624,0.808877346913,0.829232452313,0.870972766479,0.832189508279,0.849515253305,0.780180023114,0.88300250272,0.883019409577,0.904351730148,0.855525086323,0.879018758734,0.893507780631,0.826825694243,0.810351757209,0.835655662417,0.856350406011,0.81561699907,0.835467148821,0.837436321378,0.817838750283,0.827895649274,0.703333369891,0.839263083537,0.854608226816,0.840594628453,0.837969191869,0.843446207047,0.842541435361,0.832466289401,0.848349807163,0.788141661882,0.85874367257,0.84478217115,0.85510122031,0.859700400631,0.836662742992,0.837176094453,0.661137132347,0.856078455846,0.862281966706,0.844098141293,0.826463887592,0.848205985626,0.843583843609,0.859715423981,0.890116120378,0.786370338003,0.872433119267,0.880475067347,0.889596561094,0.887546743701,0.856941477954,0.873579092572,0.68293774873,0.889763150116,0.889889311542,0.861334886154,0.829326421519,0.868380983422,0.8631652385,0.863867290318,0.912331887831,0.7951891087,0.878245484208,0.902723391478,0.902285415555,0.89575654082,0.85649177134,0.897714885697,0.684273349742,0.891647053013,0.892530046403,0.862835297113,0.83758847254,0.880509757871,0.853095893313,0.86287978782,0.888953981921,0.777548150408,0.861668349802,0.905747327767,0.894172127731,0.895194628276,0.866455634373,0.900361574131,0.675093690492,0.880049839243,0.879942483455,0.84127914235,0.832636071493,0.867955253211,0.841743004508,0.838870749498,0.8530271148,0.760395835278,0.84691105159,0.887767131006,0.882778437032,0.897937430907,0.881736962497,0.860567562686,0.654862923858,0.86184561622,0.863062216093,0.821091739026,0.829215205864,0.855766316457,0.825786988654,0.832605640458,0.841745417394,0.774518827512,0.863059634576,0.846802374364,0.846670453274,0.862861211691,0.836109905876,0.833634187894,0.646659485798,0.867989173516,0.876294406783,0.85169871784,0.876924574639,0.879270644129,0.836774932523,0.770952064559,0.792766993559,0.725897159334,0.819503911037,0.795493310135,0.797785717621,0.809192559643,0.78349270147,0.790500994516,0.637487231951,0.823007076385,0.829948585504,0.824711738247,0.838796394524,0.850760944797,0.829452518746,0.675593839132,0.690354486258,0.64013598017,0.731847029317,0.754234187462,0.746744200494,0.758465542817,0.719944395486,0.694469208408,0.628887157752,0.727009618907,0.730876033557,0.728847457339,0.727239417341,0.758780269507,0.739111995685,0.608370001959,0.621474514063,0.559840368583,0.647639188492,0.653072936388,0.657102044731,0.680282980623,0.642335231671,0.619981246297,0.627586760154,0.655549220751,0.636776158386,0.638098581598,0.611934491249,0.673059940605,0.637741651995,1
7,/train_2\2_26_1.mat,0.874457998931,0.856928273042,0.877215985954,0.864919447899,0.808157704274,0.826871480544,0.857948035002,0.834207771222,0.840163012346,0.776934236288,0.870618107915,0.873862431447,0.884407782555,0.833774512013,0.856022272507,0.894371343652,0.840419876575,0.815004150073,0.827542846402,0.847503612439,0.807154769699,0.837512543797,0.8511379987,0.822329032421,0.828790961703,0.69196921587,0.829492246111,0.844938933849,0.837509602308,0.805760414402,0.821909838915,0.851461837689,0.824885730942,0.843663903077,0.762789752583,0.824384095271,0.830232167741,0.853977406522,0.845473568638,0.831002492706,0.849081138273,0.683849018812,0.847752893468,0.857559222976,0.849669789771,0.825123935938,0.841823079685,0.826199338833,0.847232761731,0.874505223831,0.769299983482,0.84958665967,0.873118403306,0.89230117475,0.870646977425,0.838956677914,0.88130998835,0.684374344473,0.875306124737,0.874319804211,0.865710368007,0.831647112221,0.870266318073,0.852972006053,0.857403774932,0.887585578486,0.773387596756,0.855233549451,0.883083987484,0.894599514579,0.886873465901,0.845552377527,0.895292203998,0.676298916526,0.874344247207,0.880079308028,0.868503746887,0.835173058882,0.87438391981,0.841640740757,0.858734314268,0.878360648329,0.755552573005,0.83864009132,0.892107950958,0.892160204922,0.885933283158,0.852794531981,0.900075993811,0.667264128864,0.865592857016,0.871102934579,0.846003231468,0.83094567433,0.85963186541,0.827330364287,0.839654797269,0.842509333106,0.74059611798,0.825041618788,0.875427492025,0.880987480345,0.881412831011,0.868212074445,0.864761208184,0.655235604259,0.854408564853,0.856420081978,0.820980476153,0.823305541743,0.851577263294,0.812854321208,0.833712901082,0.834408141316,0.756209648447,0.840105756667,0.833012447429,0.84428863738,0.849813833026,0.823745291975,0.83794173575,0.646808205731,0.856199918734,0.868856531048,0.841969567336,0.865850967083,0.870328163169,0.817353357328,0.770294371375,0.787868180627,0.710433833456,0.797487134001,0.782902583072,0.795996474141,0.797011801616,0.768629473137,0.79584645341,0.634558936816,0.814211358343,0.822459604296,0.825109932777,0.837058811324,0.847660439446,0.816242982727,0.674967795936,0.689466520521,0.624646973531,0.714372937575,0.743515576257,0.74399151777,0.748498259764,0.709112586671,0.700603479521,0.62910808228,0.717677024935,0.726525728381,0.727037273563,0.724678597654,0.755306463947,0.727900827158,0.612232531477,0.62188953175,0.547114448527,0.63347321971,0.643486230567,0.65486188504,0.672475559608,0.634542184956,0.627928328089,0.627329491195,0.648817254014,0.634954506015,0.638994600971,0.612865378483,0.670447460221,0.626638702111,1
8,/train_2\2_27_1.mat,0.879344939801,0.882003477216,0.901528826356,0.883865080277,0.831468485792,0.843878441056,0.886296544472,0.844452177485,0.875333000223,0.788618771235,0.875271689892,0.871925660968,0.880367416143,0.903515814741,0.900061903397,0.87990745008,0.836817720532,0.841292589903,0.841306299965,0.8409507821,0.814261472225,0.827601015568,0.840812028448,0.827319600185,0.832145869732,0.691009216507,0.834022517999,0.834081272284,0.821725345651,0.861986526847,0.85088528196,0.829626447956,0.815220892429,0.85473903815,0.786865351597,0.845280689994,0.844726275404,0.860161069532,0.849638311565,0.837052367628,0.847621335089,0.688895191501,0.836128302912,0.832115793725,0.808942303558,0.830438176294,0.847781386971,0.812797808647,0.835557524612,0.88781702444,0.783355810742,0.853338695069,0.868407722811,0.885409864038,0.878841220587,0.846709257116,0.878572414319,0.684194969634,0.851155554255,0.851850812137,0.824608192096,0.846307957669,0.880666789412,0.816771423568,0.845716524745,0.906380934765,0.776441481585,0.855319362693,0.896315729618,0.903378790244,0.892982518052,0.852956867218,0.897301038479,0.681153421166,0.858683928847,0.856167414784,0.819793642685,0.849810129032,0.882576988886,0.816089739526,0.850203497025,0.89466787912,0.759344070839,0.842233148031,0.895100403267,0.891617576281,0.881154295802,0.862221410808,0.902395126286,0.668843818114,0.848699529345,0.842790907932,0.801599517465,0.846495778486,0.874362430163,0.798987186172,0.830378825124,0.853391138619,0.740824571919,0.823187863578,0.876289623883,0.891270976483,0.889745785482,0.878637478718,0.860087205966,0.653712900635,0.838419546125,0.832494166881,0.778757090618,0.833967633126,0.859623262814,0.782719958263,0.818885302078,0.846958389335,0.756299201966,0.836696226336,0.834378006402,0.853096396973,0.857838906767,0.825655679653,0.830183464382,0.647278075836,0.840287714902,0.843523885853,0.788688198787,0.862934668471,0.87359288147,0.78954437545,0.756840595327,0.796829551703,0.709441908383,0.797691905724,0.784537079748,0.797984519574,0.797181646425,0.775467684908,0.79126164905,0.634771413738,0.797830850076,0.799795581474,0.777911962336,0.844819840319,0.853678678876,0.785368419276,0.658658476288,0.694505436389,0.625045548383,0.713993301999,0.738740371567,0.748127102621,0.748740920001,0.715246874769,0.692802633929,0.627300268531,0.703647383918,0.702585362977,0.692046236532,0.734074061562,0.763074560019,0.698189168963,0.588480401346,0.622766625358,0.546158238418,0.630105167944,0.645077180085,0.659112580018,0.67323055264,0.638407867892,0.615631699148,0.625874747767,0.635931497123,0.611144889664,0.611149542601,0.620263519733,0.677566364469,0.601960196669,1
9,/train_2\2_28_1.mat,0.877566477175,0.894394598405,0.897289123138,0.90132594804,0.849024531245,0.863258866469,0.893646319707,0.880806524555,0.854749552409,0.807653727134,0.913393241167,0.904507321119,0.877715808153,0.903866599003,0.889601113399,0.875291255116,0.823401599129,0.834744645158,0.821136447787,0.848968210816,0.807575392723,0.812666295966,0.829501828551,0.828849944472,0.81964499553,0.698473924398,0.82897216777,0.84808383286,0.803499013186,0.830653493603,0.831999752919,0.810174366832,0.816897954047,0.855388205747,0.76346509705,0.849369379878,0.842601636549,0.848510156075,0.849911261598,0.840814990799,0.829891893268,0.666820199291,0.836996071537,0.842567391197,0.813010953863,0.814114133517,0.829136721293,0.802056683103,0.834865452349,0.887006731828,0.767867597938,0.857646539807,0.874803527693,0.881468314677,0.873773382107,0.857049556822,0.869134140263,0.673477146154,0.860163147748,0.863029350589,0.811163817098,0.816834867497,0.847653754925,0.818055584033,0.85190949887,0.90725287882,0.765542576214,0.869461721679,0.904265741011,0.89510747008,0.887910930937,0.854771473383,0.88880490462,0.681825819798,0.865325300147,0.867737492298,0.816229816154,0.828559338674,0.859901700914,0.810336183508,0.872463904507,0.885467773303,0.74886661352,0.853693839535,0.903396980154,0.889252397791,0.88009219182,0.872752266688,0.904699874483,0.681775865797,0.855258230213,0.852584093995,0.795485705696,0.826535070843,0.851199232042,0.798438164406,0.848887059807,0.85633108501,0.732451009611,0.842349325772,0.883361801164,0.890309873689,0.886964404366,0.887969824687,0.863798432642,0.666389498161,0.850891946349,0.841385969954,0.775700676255,0.815376686274,0.837991978445,0.782303077821,0.831756649337,0.84941175251,0.746223649452,0.849357992651,0.842996675133,0.851819360893,0.852626836998,0.83258031467,0.825264810662,0.651979624697,0.85616948856,0.853125112271,0.773872290443,0.822766078737,0.835106436986,0.781550557027,0.766369990221,0.800201289887,0.69898329726,0.809836302919,0.793276086566,0.793643041584,0.78732602923,0.78024666803,0.786723002035,0.633934064175,0.807156542254,0.806359783025,0.759447160829,0.808807935973,0.819527802624,0.780196037279,0.661626298617,0.697807234221,0.615880219846,0.722939942434,0.748139549732,0.749379388286,0.742371479726,0.720698310968,0.682059579238,0.624900254861,0.706875203951,0.710130704594,0.684723810623,0.706487843324,0.735643118743,0.690976147231,0.585637447252,0.624659840641,0.536754252646,0.640866983699,0.652441226579,0.663561386962,0.670428880666,0.643914754367,0.605720508721,0.622855863509,0.639242019802,0.61698639653,0.607999041783,0.601576675771,0.655487034585,0.595517474519,1
